,Location,Period,Indicator,First Tooltip
1517,Portugal,2010,"Dentists (per 10,000)",7.65
1518,Portugal,2009,"Dentists (per 10,000)",6.23
1519,Portugal,2008,"Dentists (per 10,000)",5.69
1520,Portugal,2007,"Dentists (per 10,000)",5.32
1521,Portugal,2006,"Dentists (per 10,000)",5.37
1522,Portugal,2005,"Dentists (per 10,000)",4.81
1523,Portugal,2004,"Dentists (per 10,000)",4.5
1524,Portugal,2003,"Dentists (per 10,000)",4.22
1525,Portugal,2002,"Dentists (per 10,000)",3.98
1526,Qatar,2019,"Dentists (per 10,000)",6.15
1527,Qatar,2018,"Dentists (per 10,000)",6.26
1528,Qatar,2016,"Dentists (per 10,000)",8.12
1529,Qatar,2014,"Dentists (per 10,000)",6.76
1530,Qatar,2006,"Dentists (per 10,000)",4.75
1531,Qatar,2005,"Dentists (per 10,000)",7.97
1532,Republic of Korea,2017,"Dentists (per 10,000)",4.95
1533,Republic of Korea,2016,"Dentists (per 10,000)",4.74
1534,Republic of Korea,2015,"Dentists (per 10,000)",4.63
1535,Republic of Korea,2014,"Dentists (per 10,000)",4.54
1536,Republic of Korea,2013,"Dentists (per 10,000)",4.47
1537,Republic of Korea,2012,"Dentists (per 10,000)",4.37
1538,Republic of Korea,2011,"Dentists (per 10,000)",4.3
1539,Republic of Korea,2010,"Dentists (per 10,000)",4.23
1540,Republic of Korea,2009,"Dentists (per 10,000)",4.14
1541,Republic of Korea,2008,"Dentists (per 10,000)",
1542,Republic of Korea,2007,"Dentists (per 10,000)",3.89
1543,Republic of Korea,2006,"Dentists (per 10,000)",3.79
1544,Republic of Korea,2005,"Dentists (per 10,000)",3.65
1545,Republic of Moldova,2017,"Dentists (per 10,000)",
1546,Republic of Moldova,2015,"Dentists (per 10,000)",
1547,Republic of Moldova,2014,"Dentists (per 10,000)",4.3
1548,Republic of Moldova,2013,"Dentists (per 10,000)",4.3
1549,Republic of Moldova,2012,"Dentists (per 10,000)",4.1
1550,Republic of Moldova,2011,"Dentists (per 10,000)",4.1
1551,Republic of Moldova,2010,"Dentists (per 10,000)",4.02
1552,Republic of Moldova,2009,"Dentists (per 10,000)",3.89
1553,Republic of Moldova,2008,"Dentists (per 10,000)",3.86
1554,Republic of Moldova,2007,"Dentists (per 10,000)",3.72
1555,Republic of Moldova,2006,"Dentists (per 10,000)",3.56
1556,Republic of Moldova,2005,"Dentists (per 10,000)",3.49
1557,Republic of Moldova,2004,"Dentists (per 10,000)",3.36
1558,Republic of Moldova,2003,"Dentists (per 10,000)",3.29
1559,Republic of Moldova,2002,"Dentists (per 10,000)",3.26
1560,Republic of Moldova,2001,"Dentists (per 10,000)",
1561,Republic of Moldova,2000,"Dentists (per 10,000)",3.17
1562,Republic of Moldova,1999,"Dentists (per 10,000)",
1563,Republic of Moldova,1998,"Dentists (per 10,000)",4.31
1564,Republic of Moldova,1997,"Dentists (per 10,000)",4.35
1565,Republic of Moldova,1996,"Dentists (per 10,000)",4.26
1566,Republic of Moldova,1995,"Dentists (per 10,000)",
1567,Republic of Moldova,1994,"Dentists (per 10,000)",4.42
1568,Republic of Moldova,1993,"Dentists (per 10,000)",4.34
1569,Republic of Moldova,1992,"Dentists (per 10,000)",4.38
1570,Republic of Moldova,1991,"Dentists (per 10,000)",4.34
1571,Republic of Moldova,1990,"Dentists (per 10,000)",4.47
1572,The former Yugoslav Republic of Macedonia,2015,"Dentists (per 10,000)",8.77
1573,The former Yugoslav Republic of Macedonia,2013,"Dentists (per 10,000)",8.21
1574,The former Yugoslav Republic of Macedonia,2012,"Dentists (per 10,000)",7.96
1575,The former Yugoslav Republic of Macedonia,2011,"Dentists (per 10,000)",7.83
1576,The former Yugoslav Republic of Macedonia,2010,"Dentists (per 10,000)",7.72
1577,The former Yugoslav Republic of Macedonia,2009,"Dentists (per 10,000)",6.89
1578,Romania,2017,"Dentists (per 10,000)",7.96
1579,Romania,2016,"Dentists (per 10,000)",8.07
1580,Romania,2013,"Dentists (per 10,000)",7.08
1581,Romania,2012,"Dentists (per 10,000)",6.81
1582,Romania,2011,"Dentists (per 10,000)",6.55
1583,Romania,2010,"Dentists (per 10,000)",6.33
1584,Romania,2009,"Dentists (per 10,000)",6.03
1585,Romania,2008,"Dentists (per 10,000)",5.69
1586,Romania,2007,"Dentists (per 10,000)",5.52
1587,Romania,2006,"Dentists (per 10,000)",4.99
1588,Romania,2005,"Dentists (per 10,000)",4.77
1589,Romania,2004,"Dentists (per 10,000)",4.39
1590,Romania,2003,"Dentists (per 10,000)",4.15
1591,Romania,2002,"Dentists (per 10,000)",3.82
1592,Romania,2001,"Dentists (per 10,000)",3.73
1593,Romania,2000,"Dentists (per 10,000)",3.6
1594,Romania,1999,"Dentists (per 10,000)",3.19
1595,Russian Federation,2014,"Dentists (per 10,000)",2.84
1596,Russian Federation,2013,"Dentists (per 10,000)",
1597,Russian Federation,2012,"Dentists (per 10,000)",2.93
1598,Russian Federation,2011,"Dentists (per 10,000)",2.92
1599,Russian Federation,2010,"Dentists (per 10,000)",2.89
1600,Russian Federation,2009,"Dentists (per 10,000)",2.87
1601,Russian Federation,2008,"Dentists (per 10,000)",
1602,Russian Federation,2007,"Dentists (per 10,000)",2.89
1603,Russian Federation,2006,"Dentists (per 10,000)",2.91
1604,Russian Federation,2005,"Dentists (per 10,000)",2.9
1605,Russian Federation,2004,"Dentists (per 10,000)",2.95
1606,Russian Federation,2003,"Dentists (per 10,000)",2.95
1607,Russian Federation,2002,"Dentists (per 10,000)",2.98
1608,Russian Federation,2001,"Dentists (per 10,000)",2.96
1609,Russian Federation,2000,"Dentists (per 10,000)",
1610,Russian Federation,1999,"Dentists (per 10,000)",2.73
1611,Russian Federation,1998,"Dentists (per 10,000)",
1612,Russian Federation,1997,"Dentists (per 10,000)",2.7
1613,Russian Federation,1996,"Dentists (per 10,000)",2.65
1614,Russian Federation,1995,"Dentists (per 10,000)",2.58
1615,Russian Federation,1994,"Dentists (per 10,000)",2.76
1616,Russian Federation,1993,"Dentists (per 10,000)",2.71
1617,Russian Federation,1992,"Dentists (per 10,000)",2.7
1618,Rwanda,2018,"Dentists (per 10,000)",0.19
1619,Rwanda,2017,"Dentists (per 10,000)",
1620,Rwanda,2015,"Dentists (per 10,000)",0.11
1621,Rwanda,2009,"Dentists (per 10,000)",0.074
1622,Rwanda,2008,"Dentists (per 10,000)",
1623,Saint Kitts and Nevis,2015,"Dentists (per 10,000)",3.91
1624,Saint Kitts and Nevis,2001,"Dentists (per 10,000)",3.36
1625,Saint Kitts and Nevis,1999,"Dentists (per 10,000)",3.21
1626,Saint Kitts and Nevis,1998,"Dentists (per 10,000)",
1627,Saint Kitts and Nevis,1997,"Dentists (per 10,000)",2.33
1628,Saint Kitts and Nevis,1996,"Dentists (per 10,000)",2.59
1629,Saint Kitts and Nevis,1995,"Dentists (per 10,000)",2.61
1630,Saint Kitts and Nevis,1994,"Dentists (per 10,000)",2.4
1631,Saint Kitts and Nevis,1993,"Dentists (per 10,000)",2.19
1632,Saint Kitts and Nevis,1992,"Dentists (per 10,000)",2.21
1633,Saint Kitts and Nevis,1991,"Dentists (per 10,000)",1.73
1634,Saint Kitts and Nevis,1990,"Dentists (per 10,000)",2.98
1635,Saint Lucia,2017,"Dentists (per 10,000)",1.71
1636,Saint Lucia,2014,"Dentists (per 10,000)",3.09
1637,Saint Lucia,2013,"Dentists (per 10,000)",3.04
1638,Saint Lucia,2012,"Dentists (per 10,000)",
1639,Saint Lucia,2011,"Dentists (per 10,000)",2.39
1640,Saint Lucia,2010,"Dentists (per 10,000)",1.61
1641,Saint Lucia,2009,"Dentists (per 10,000)",0.29
1642,Saint Lucia,2008,"Dentists (per 10,000)",0.12
1643,Saint Lucia,2007,"Dentists (per 10,000)",0.18
1644,Saint Lucia,2004,"Dentists (per 10,000)",0.43
1645,Saint Lucia,2003,"Dentists (per 10,000)",0.44
1646,Saint Lucia,2002,"Dentists (per 10,000)",0.44
1647,Saint Lucia,2001,"Dentists (per 10,000)",1.71
1648,Saint Lucia,1999,"Dentists (per 10,000)",0.58
1649,Saint Vincent and the Grenadines,2004,"Dentists (per 10,000)",1.2
1650,Saint Vincent and the Grenadines,2001,"Dentists (per 10,000)",
1651,Saint Vincent and the Grenadines,2000,"Dentists (per 10,000)",0.46
1652,Saint Vincent and the Grenadines,1997,"Dentists (per 10,000)",0.56
1653,Samoa,2019,"Dentists (per 10,000)",1.07
1654,Samoa,2016,"Dentists (per 10,000)",1.49
1655,Samoa,2013,"Dentists (per 10,000)",0.63
1656,Samoa,2010,"Dentists (per 10,000)",2.42
1657,Samoa,2008,"Dentists (per 10,000)",0.93
1658,Samoa,2003,"Dentists (per 10,000)",0.56
1659,San Marino,2014,"Dentists (per 10,000)",6.69
1660,Saudi Arabia,2018,"Dentists (per 10,000)",4.97
1661,Saudi Arabia,2017,"Dentists (per 10,000)",4.21
1662,Saudi Arabia,2016,"Dentists (per 10,000)",4.38
1663,Saudi Arabia,2014,"Dentists (per 10,000)",
1664,Saudi Arabia,2001,"Dentists (per 10,000)",0.75
1665,Senegal,2017,"Dentists (per 10,000)",0.078
1666,Senegal,2016,"Dentists (per 10,000)",
1667,Senegal,2013,"Dentists (per 10,000)",0.039
1668,Senegal,2008,"Dentists (per 10,000)",0.087
1669,Senegal,2004,"Dentists (per 10,000)",0.065
1670,Serbia,2015,"Dentists (per 10,000)",2.14
1671,Serbia,2014,"Dentists (per 10,000)",2.6
1672,Serbia,2013,"Dentists (per 10,000)",2.69
1673,Serbia,2012,"Dentists (per 10,000)",2.75
1674,Serbia,2011,"Dentists (per 10,000)",2.85
1675,Serbia,2010,"Dentists (per 10,000)",2.81
1676,Serbia,2009,"Dentists (per 10,000)",
1677,Seychelles,2019,"Dentists (per 10,000)",4.3
1678,Seychelles,2016,"Dentists (per 10,000)",3.55
1679,Seychelles,2012,"Dentists (per 10,000)",1.51
1680,Seychelles,2011,"Dentists (per 10,000)",1.96
1681,Seychelles,2010,"Dentists (per 10,000)",2.08
1682,Seychelles,2009,"Dentists (per 10,000)",1.76
1683,Seychelles,2008,"Dentists (per 10,000)",1.33
1684,Seychelles,2007,"Dentists (per 10,000)",1.78
1685,Seychelles,2006,"Dentists (per 10,000)",
1686,Seychelles,2005,"Dentists (per 10,000)",1.13
1687,Seychelles,2004,"Dentists (per 10,000)",1.49
1688,Sierra Leone,2016,"Dentists (per 10,000)",0.072
1689,Sierra Leone,2010,"Dentists (per 10,000)",0.009
1690,Sierra Leone,2008,"Dentists (per 10,000)",0.01
1691,Sierra Leone,2004,"Dentists (per 10,000)",0.009
1692,Singapore,2018,"Dentists (per 10,000)",
1693,Singapore,2016,"Dentists (per 10,000)",3.89
1694,Singapore,2013,"Dentists (per 10,000)",3.31
1695,Singapore,2012,"Dentists (per 10,000)",2.93
1696,Singapore,2011,"Dentists (per 10,000)",2.81
1697,Singapore,2010,"Dentists (per 10,000)",3.06
1698,Singapore,2009,"Dentists (per 10,000)",2.95
1699,Singapore,2008,"Dentists (per 10,000)",2.96
1700,Singapore,2007,"Dentists (per 10,000)",2.96
1701,Singapore,2006,"Dentists (per 10,000)",3.01
1702,Singapore,2005,"Dentists (per 10,000)",2.99
1703,Singapore,2004,"Dentists (per 10,000)",2.94
1704,Singapore,2003,"Dentists (per 10,000)",2.88
1705,Singapore,2001,"Dentists (per 10,000)",2.67
1706,Singapore,1999,"Dentists (per 10,000)",2.38
1707,Slovakia,2015,"Dentists (per 10,000)",4.87
1708,Slovakia,2013,"Dentists (per 10,000)",4.77
1709,Slovakia,2009,"Dentists (per 10,000)",4.88
1710,Slovakia,2004,"Dentists (per 10,000)",4.33
1711,Slovakia,2003,"Dentists (per 10,000)",4.33
1712,Slovakia,2002,"Dentists (per 10,000)",4.33
1713,Slovakia,2001,"Dentists (per 10,000)",4.39
1714,Slovakia,2000,"Dentists (per 10,000)",4.42
1715,Slovenia,2017,"Dentists (per 10,000)",7.01
1716,Slovenia,2016,"Dentists (per 10,000)",6.85
1717,Slovenia,2015,"Dentists (per 10,000)",6.72
1718,Slovenia,2014,"Dentists (per 10,000)",6.6
1719,Slovenia,2013,"Dentists (per 10,000)",6.48
1720,Slovenia,2012,"Dentists (per 10,000)",6.3
1721,Slovenia,2011,"Dentists (per 10,000)",6.24
1722,Slovenia,2010,"Dentists (per 10,000)",6.16
1723,Slovenia,2009,"Dentists (per 10,000)",6.08
1724,Slovenia,2008,"Dentists (per 10,000)",6.01
1725,Slovenia,2007,"Dentists (per 10,000)",6.13
1726,Slovenia,2006,"Dentists (per 10,000)",6.0
1727,Slovenia,2005,"Dentists (per 10,000)",6.01
1728,Slovenia,2004,"Dentists (per 10,000)",5.99
1729,Slovenia,2003,"Dentists (per 10,000)",6.05
1730,Slovenia,2002,"Dentists (per 10,000)",6.03
1731,Slovenia,2001,"Dentists (per 10,000)",
1732,Slovenia,2000,"Dentists (per 10,000)",5.83
1733,Slovenia,1999,"Dentists (per 10,000)",5.84
1734,Slovenia,1998,"Dentists (per 10,000)",5.89
1735,Solomon Islands,2016,"Dentists (per 10,000)",0.47
1736,Solomon Islands,2013,"Dentists (per 10,000)",0.47
1737,Solomon Islands,2012,"Dentists (per 10,000)",0.4
1738,Solomon Islands,2011,"Dentists (per 10,000)",0.67
1739,Solomon Islands,2005,"Dentists (per 10,000)",1.11
1740,Solomon Islands,1999,"Dentists (per 10,000)",0.65
1741,South Africa,2016,"Dentists (per 10,000)",1.13
1742,South Africa,2015,"Dentists (per 10,000)",
1743,South Africa,2014,"Dentists (per 10,000)",1.07
1744,South Africa,2013,"Dentists (per 10,000)",1.08
1745,South Africa,2012,"Dentists (per 10,000)",1.05
1746,South Africa,2011,"Dentists (per 10,000)",1.04
1747,South Africa,2010,"Dentists (per 10,000)",1.03
1748,South Africa,2004,"Dentists (per 10,000)",1.18
1749,South Sudan,2018,"Dentists (per 10,000)",0.003
1750,Spain,2017,"Dentists (per 10,000)",7.87
1751,Spain,2016,"Dentists (per 10,000)",7.66
1752,Spain,2015,"Dentists (per 10,000)",7.42
1753,Spain,2014,"Dentists (per 10,000)",7.12
1754,Spain,2013,"Dentists (per 10,000)",6.91
1755,Spain,2012,"Dentists (per 10,000)",6.63
1756,Spain,2011,"Dentists (per 10,000)",6.17
1757,Spain,2010,"Dentists (per 10,000)",5.93
1758,Spain,2009,"Dentists (per 10,000)",5.74
1759,Spain,2008,"Dentists (per 10,000)",5.58
1760,Spain,2007,"Dentists (per 10,000)",5.4
1761,Spain,2006,"Dentists (per 10,000)",5.21
1762,Spain,2005,"Dentists (per 10,000)",5.03
1763,Spain,2004,"Dentists (per 10,000)",4.86
1764,Spain,2003,"Dentists (per 10,000)",4.7
1765,Spain,2002,"Dentists (per 10,000)",4.6
1766,Spain,2001,"Dentists (per 10,000)",
1767,Spain,2000,"Dentists (per 10,000)",4.3
1768,Spain,1999,"Dentists (per 10,000)",4.18
1769,Spain,1998,"Dentists (per 10,000)",4.01
1770,Spain,1997,"Dentists (per 10,000)",3.82
1771,Spain,1996,"Dentists (per 10,000)",3.73
1772,Spain,1995,"Dentists (per 10,000)",3.52
1773,Spain,1994,"Dentists (per 10,000)",3.34
1774,Spain,1993,"Dentists (per 10,000)",3.1
1775,Spain,1992,"Dentists (per 10,000)",3.0
1776,Spain,1991,"Dentists (per 10,000)",2.86
1777,Spain,1990,"Dentists (per 10,000)",2.64
1778,Sri Lanka,2018,"Dentists (per 10,000)",0.65
1779,Sri Lanka,2017,"Dentists (per 10,000)",0.7
1780,Sri Lanka,2016,"Dentists (per 10,000)",0.69
1781,Sri Lanka,2015,"Dentists (per 10,000)",0.65
1782,Sri Lanka,2014,"Dentists (per 10,000)",
1783,Sri Lanka,2013,"Dentists (per 10,000)",0.62
1784,Sri Lanka,2012,"Dentists (per 10,000)",0.6
1785,Sri Lanka,2011,"Dentists (per 10,000)",
1786,Sri Lanka,2010,"Dentists (per 10,000)",0.52
1787,Sri Lanka,2009,"Dentists (per 10,000)",
1788,Sri Lanka,2008,"Dentists (per 10,000)",0.66
1789,Sri Lanka,2007,"Dentists (per 10,000)",0.66
1790,Sri Lanka,2006,"Dentists (per 10,000)",0.6
1791,Sri Lanka,2005,"Dentists (per 10,000)",0.49
1792,Sri Lanka,2004,"Dentists (per 10,000)",0.4
1793,Sri Lanka,2002,"Dentists (per 10,000)",0.39
1794,Sri Lanka,2000,"Dentists (per 10,000)",0.34
1795,Sri Lanka,1999,"Dentists (per 10,000)",0.28
1796,Sri Lanka,1998,"Dentists (per 10,000)",0.26
1797,Sri Lanka,1997,"Dentists (per 10,000)",0.25
1798,Sri Lanka,1996,"Dentists (per 10,000)",0.23
1799,Sri Lanka,1995,"Dentists (per 10,000)",0.21
1800,Sri Lanka,1993,"Dentists (per 10,000)",
1801,Sri Lanka,1992,"Dentists (per 10,000)",0.2
1802,Sri Lanka,1991,"Dentists (per 10,000)",0.18
1803,Sri Lanka,1990,"Dentists (per 10,000)",0.21
1804,Sudan,2015,"Dentists (per 10,000)",2.09
1805,Sudan (until 2011),2008,"Dentists (per 10,000)",0.23
1806,Sudan (until 2011),2007,"Dentists (per 10,000)",0.23
1807,Sudan (until 2011),2006,"Dentists (per 10,000)",0.3
1808,Sudan (until 2011),2004,"Dentists (per 10,000)",0.23
1809,Suriname,2009,"Dentists (per 10,000)",
1810,Suriname,2004,"Dentists (per 10,000)",0.85
1811,Suriname,2000,"Dentists (per 10,000)",0.085
1812,Sweden,2016,"Dentists (per 10,000)",8.21
1813,Sweden,2015,"Dentists (per 10,000)",8.0
1814,Sweden,2014,"Dentists (per 10,000)",7.96
1815,Sweden,2013,"Dentists (per 10,000)",7.97
1816,Sweden,2012,"Dentists (per 10,000)",8.01
1817,Sweden,2011,"Dentists (per 10,000)",7.99
1818,Sweden,2010,"Dentists (per 10,000)",7.93
1819,Sweden,2009,"Dentists (per 10,000)",7.9
1820,Sweden,2008,"Dentists (per 10,000)",7.97
1821,Sweden,2007,"Dentists (per 10,000)",8.12
1822,Sweden,2006,"Dentists (per 10,000)",8.15
1823,Sweden,2005,"Dentists (per 10,000)",8.11
1824,Sweden,2004,"Dentists (per 10,000)",8.18
1825,Sweden,2003,"Dentists (per 10,000)",
1826,Sweden,2002,"Dentists (per 10,000)",8.09
1827,Sweden,2001,"Dentists (per 10,000)",8.02
1828,Sweden,2000,"Dentists (per 10,000)",7.97
1829,Sweden,1999,"Dentists (per 10,000)",8.06
1830,Sweden,1998,"Dentists (per 10,000)",8.07
1831,Sweden,1997,"Dentists (per 10,000)",8.06
1832,Sweden,1996,"Dentists (per 10,000)",8.3
1833,Sweden,1995,"Dentists (per 10,000)",8.54
1834,Switzerland,2016,"Dentists (per 10,000)",5.03
1835,Switzerland,2015,"Dentists (per 10,000)",
1836,Switzerland,2014,"Dentists (per 10,000)",5.09
1837,Switzerland,2013,"Dentists (per 10,000)",5.19
1838,Switzerland,2012,"Dentists (per 10,000)",5.22
1839,Switzerland,2011,"Dentists (per 10,000)",5.21
1840,Switzerland,2010,"Dentists (per 10,000)",
1841,Switzerland,2009,"Dentists (per 10,000)",5.22
1842,Switzerland,2008,"Dentists (per 10,000)",5.23
1843,Switzerland,2007,"Dentists (per 10,000)",5.22
1844,Switzerland,2006,"Dentists (per 10,000)",5.21
1845,Switzerland,2005,"Dentists (per 10,000)",5.1
1846,Switzerland,2004,"Dentists (per 10,000)",5.02
1847,Switzerland,2003,"Dentists (per 10,000)",4.95
1848,Switzerland,2002,"Dentists (per 10,000)",4.85
1849,Switzerland,2001,"Dentists (per 10,000)",4.78
1850,Switzerland,2000,"Dentists (per 10,000)",4.86
1851,Switzerland,1999,"Dentists (per 10,000)",4.85
1852,Switzerland,1998,"Dentists (per 10,000)",4.89
1853,Switzerland,1997,"Dentists (per 10,000)",5.02
1854,Switzerland,1996,"Dentists (per 10,000)",4.92
1855,Switzerland,1995,"Dentists (per 10,000)",4.97
1856,Switzerland,1994,"Dentists (per 10,000)",5.01
1857,Switzerland,1993,"Dentists (per 10,000)",
1858,Switzerland,1992,"Dentists (per 10,000)",4.96
1859,Switzerland,1991,"Dentists (per 10,000)",4.84
1860,Switzerland,1990,"Dentists (per 10,000)",4.91
1861,Syrian Arab Republic,2016,"Dentists (per 10,000)",7.18
1862,Syrian Arab Republic,2014,"Dentists (per 10,000)",8.86
1863,Syrian Arab Republic,2010,"Dentists (per 10,000)",7.48
1864,Syrian Arab Republic,2009,"Dentists (per 10,000)",7.45
1865,Syrian Arab Republic,2008,"Dentists (per 10,000)",7.83
1866,Syrian Arab Republic,2007,"Dentists (per 10,000)",7.44
1867,Syrian Arab Republic,2005,"Dentists (per 10,000)",8.56
1868,Syrian Arab Republic,2004,"Dentists (per 10,000)",8.59
1869,Syrian Arab Republic,2003,"Dentists (per 10,000)",8.57
1870,Syrian Arab Republic,2002,"Dentists (per 10,000)",8.55
1871,Syrian Arab Republic,2000,"Dentists (per 10,000)",6.8
1872,Syrian Arab Republic,1999,"Dentists (per 10,000)",6.68
1873,Syrian Arab Republic,1998,"Dentists (per 10,000)",6.71
1874,Syrian Arab Republic,1997,"Dentists (per 10,000)",
1875,Tajikistan,2014,"Dentists (per 10,000)",1.56
1876,Tajikistan,2013,"Dentists (per 10,000)",1.61
1877,Tajikistan,2012,"Dentists (per 10,000)",1.54
1878,Tajikistan,2011,"Dentists (per 10,000)",1.59
1879,Tajikistan,2010,"Dentists (per 10,000)",
1880,Tajikistan,2009,"Dentists (per 10,000)",1.53
1881,Tajikistan,2008,"Dentists (per 10,000)",1.48
1882,Tajikistan,2007,"Dentists (per 10,000)",1.47
1883,Tajikistan,2006,"Dentists (per 10,000)",1.43
1884,Tajikistan,2005,"Dentists (per 10,000)",1.46
1885,Tajikistan,2004,"Dentists (per 10,000)",1.46
1886,Tajikistan,2003,"Dentists (per 10,000)",1.42
1887,Tajikistan,2002,"Dentists (per 10,000)",1.49
1888,Tajikistan,2001,"Dentists (per 10,000)",
1889,Tajikistan,2000,"Dentists (per 10,000)",1.48
1890,Tajikistan,1999,"Dentists (per 10,000)",1.46
1891,Tajikistan,1998,"Dentists (per 10,000)",1.89
1892,Tajikistan,1997,"Dentists (per 10,000)",1.61
1893,Tajikistan,1996,"Dentists (per 10,000)",1.64
1894,Tajikistan,1995,"Dentists (per 10,000)",1.66
1895,Tajikistan,1994,"Dentists (per 10,000)",
1896,Tajikistan,1993,"Dentists (per 10,000)",1.67
1897,Tajikistan,1992,"Dentists (per 10,000)",
1898,Tajikistan,1991,"Dentists (per 10,000)",1.42
1899,Tajikistan,1990,"Dentists (per 10,000)",1.5
1900,Thailand,2019,"Dentists (per 10,000)",2.38
1901,Thailand,2018,"Dentists (per 10,000)",2.32
1902,Thailand,2017,"Dentists (per 10,000)",1.67
1903,Thailand,2016,"Dentists (per 10,000)",1.62
1904,Thailand,2010,"Dentists (per 10,000)",1.76
1905,Thailand,2009,"Dentists (per 10,000)",1.48
1906,Thailand,2008,"Dentists (per 10,000)",1.45
1907,Thailand,2007,"Dentists (per 10,000)",1.41
1908,Thailand,2006,"Dentists (per 10,000)",1.34
1909,Thailand,2004,"Dentists (per 10,000)",0.64
1910,Thailand,2002,"Dentists (per 10,000)",0.7
1911,Thailand,2001,"Dentists (per 10,000)",0.68
1912,Thailand,1999,"Dentists (per 10,000)",0.65
1913,Thailand,1998,"Dentists (per 10,000)",0.64
1914,Thailand,1997,"Dentists (per 10,000)",0.56
1915,Thailand,1995,"Dentists (per 10,000)",0.49
1916,Thailand,1993,"Dentists (per 10,000)",0.48
1917,Thailand,1991,"Dentists (per 10,000)",0.42
1918,Timor-Leste,2019,"Dentists (per 10,000)",0.077
1919,Timor-Leste,2018,"Dentists (per 10,000)",0.063
1920,Timor-Leste,2017,"Dentists (per 10,000)",0.68
1921,Timor-Leste,2015,"Dentists (per 10,000)",0.15
1922,Timor-Leste,2014,"Dentists (per 10,000)",0.15
1923,Timor-Leste,2011,"Dentists (per 10,000)",0.063
1924,Timor-Leste,2010,"Dentists (per 10,000)",0.064
1925,Timor-Leste,2009,"Dentists (per 10,000)",0.056
1926,Timor-Leste,2008,"Dentists (per 10,000)",0.019
1927,Timor-Leste,2004,"Dentists (per 10,000)",0.021
1928,Timor-Leste,2001,"Dentists (per 10,000)",0.011
1929,Togo,2018,"Dentists (per 10,000)",0.008
1930,Togo,2017,"Dentists (per 10,000)",0.074
1931,Togo,2015,"Dentists (per 10,000)",0.025
1932,Togo,2010,"Dentists (per 10,000)",0.1
1933,Togo,2008,"Dentists (per 10,000)",0.025
1934,Togo,2007,"Dentists (per 10,000)",
1935,Togo,2004,"Dentists (per 10,000)",0.033
1936,Tonga,2019,"Dentists (per 10,000)",1.63
1937,Tonga,2013,"Dentists (per 10,000)",1.18
1938,Tonga,2010,"Dentists (per 10,000)",0.96
1939,Tonga,2009,"Dentists (per 10,000)",1.06
1940,Tonga,2003,"Dentists (per 10,000)",2.31
1941,Tonga,2001,"Dentists (per 10,000)",3.35
1942,Trinidad and Tobago,2019,"Dentists (per 10,000)",3.18
1943,Trinidad and Tobago,2018,"Dentists (per 10,000)",3.55
1944,Trinidad and Tobago,2017,"Dentists (per 10,000)",3.57
1945,Trinidad and Tobago,2015,"Dentists (per 10,000)",3.57
1946,Trinidad and Tobago,2011,"Dentists (per 10,000)",2.57
1947,Trinidad and Tobago,2010,"Dentists (per 10,000)",2.58
1948,Trinidad and Tobago,2009,"Dentists (per 10,000)",2.36
1949,Trinidad and Tobago,2007,"Dentists (per 10,000)",2.25
1950,Trinidad and Tobago,2006,"Dentists (per 10,000)",2.18
1951,Trinidad and Tobago,2003,"Dentists (per 10,000)",1.94
1952,Trinidad and Tobago,2002,"Dentists (per 10,000)",1.72
1953,Trinidad and Tobago,2001,"Dentists (per 10,000)",1.71
1954,Trinidad and Tobago,2000,"Dentists (per 10,000)",1.56
1955,Trinidad and Tobago,1999,"Dentists (per 10,000)",1.5
1956,Trinidad and Tobago,1998,"Dentists (per 10,000)",1.5
1957,Trinidad and Tobago,1997,"Dentists (per 10,000)",1.27
1958,Trinidad and Tobago,1996,"Dentists (per 10,000)",1.12
1959,Trinidad and Tobago,1995,"Dentists (per 10,000)",1.07
1960,Tunisia,2016,"Dentists (per 10,000)",3.06
1961,Tunisia,2015,"Dentists (per 10,000)",3.13
1962,Tunisia,2010,"Dentists (per 10,000)",2.94
1963,Tunisia,2006,"Dentists (per 10,000)",1.82
1964,Tunisia,2005,"Dentists (per 10,000)",
1965,Tunisia,2004,"Dentists (per 10,000)",
1966,Tunisia,2002,"Dentists (per 10,000)",1.41
1967,Tunisia,2001,"Dentists (per 10,000)",1.41
1968,Tunisia,2000,"Dentists (per 10,000)",1.36
1969,Tunisia,1999,"Dentists (per 10,000)",1.35
1970,Tunisia,1998,"Dentists (per 10,000)",1.34
1971,Tunisia,1997,"Dentists (per 10,000)",1.28
1972,Tunisia,1996,"Dentists (per 10,000)",1.2
1973,Tunisia,1995,"Dentists (per 10,000)",1.14
1974,Tunisia,1994,"Dentists (per 10,000)",1.12
1975,Tunisia,1993,"Dentists (per 10,000)",1.14
1976,Tunisia,1992,"Dentists (per 10,000)",1.13
1977,Tunisia,1991,"Dentists (per 10,000)",0.96
1978,Tunisia,1990,"Dentists (per 10,000)",0.98
1979,Turkey,2017,"Dentists (per 10,000)",3.44
1980,Turkey,2016,"Dentists (per 10,000)",3.34
1981,Turkey,2015,"Dentists (per 10,000)",3.16
1982,Turkey,2014,"Dentists (per 10,000)",2.98
1983,Turkey,2013,"Dentists (per 10,000)",2.94
1984,Turkey,2012,"Dentists (per 10,000)",2.87
1985,Turkey,2011,"Dentists (per 10,000)",2.87
1986,Turkey,2010,"Dentists (per 10,000)",2.96
1987,Turkey,2009,"Dentists (per 10,000)",2.89
